PAYIN_ID|REFBILL_NO|TRANSFER_DATE|TRAN_DATE|BUS_DATE|SHIFT_DESCRIPTION|LAST_CLOSE_SHIFT_DT|FILEPATH|FILENAME|TYPE|PAYMENT_TYPE|AMOUNTREC|AMOUNT|AMOUNT_DIFF|REMARK|STATUS_SAP|STATUS|NO_SALE_STATUS|CREATEDATE|CREATEBY|UPDATEDATE|UPDATEBY
255||24/1/2558|24/1/2558|23/1/2558|||D:\6211\20150124\|report.pdf|3|1||289300.9000||||3||24/1/2558 13:55:26|2|24/1/2558 15:29:36|2
256|250120151|25/1/2558|25/1/2558|25/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 25/01/2558 00:01:46 - 25/01/2558 13:52:52|25/1/2558 13:52:52|D:\6211\20150125\|Payin1.jpg|1|1|141671.0000|141671.0000|0.0000||1|3|0|25/1/2558 13:56:05|2|25/1/2558 16:23:19|2
257|240120152|25/1/2558|25/1/2558|24/1/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 24/01/2558 13:46:52 - 24/01/2558 23:50:08,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150125\|Payin2.jpg|2|1|146930.8000|146931.0000|0.2000||1|3|0|25/1/2558 13:56:05|2|25/1/2558 16:23:22|2
258||25/1/2558|25/1/2558|24/1/2558|||D:\6211\20150125\|report.pdf|3|1||298579.8000||||3||25/1/2558 13:56:05|2|25/1/2558 16:23:15|2
259|260120151|26/1/2558|26/1/2558|26/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 26/01/2558 00:02:46 - 26/01/2558 13:55:14|26/1/2558 13:55:14|D:\6211\20150126\|Payin1.jpg|1|1|150052.4000|150053.0000|0.6000||1|3|0|26/1/2558 14:07:03|1|26/1/2558 16:20:46|1
260|250120152|26/1/2558|26/1/2558|25/1/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 25/01/2558 13:53:09 - 25/01/2558 23:57:26,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150126\|Payin2.jpg|2|1|156172.2000|156173.0000|0.8000||1|3|0|26/1/2558 14:07:03|1|26/1/2558 16:20:50|1
261||26/1/2558|26/1/2558|25/1/2558|||D:\6211\20150126\|report.pdf|3|1||297843.2000||||3||26/1/2558 14:07:03|1|26/1/2558 16:20:41|1
262|270120151|27/1/2558|27/1/2558|27/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 27/01/2558 00:04:00 - 27/01/2558 13:52:21|27/1/2558 13:52:21|D:\6211\20150127\|Payin1.jpg|1|1|139541.0000|139541.0000|0.0000||1|3|0|27/1/2558 17:21:39|10|27/1/2558 18:34:28|10
263|260120152|27/1/2558|27/1/2558|26/1/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 26/01/2558 13:55:26 - 26/01/2558 23:50:39,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150127\|Payin2.jpg|2|1|146284.0000|146559.0000|275.0000|ยอดโอนเกินเกิดจาก 2 กรณี$$&&$$&&1.จำนวน30บาท $$&&:พนง.ทำการยกเลิกCash CardจากEDCแล้วเปลี่ยนเป็นเงินสด แต่ไม่สามารถเปลี่ยนที่ตราสารได้$$&&$$&&2.จำนวน245บาท $$&&:การดึงยอดมาที่EDCไม่ตรงกับที่POS ทำให้มีผลต่างกันที่ตราสารอยู่245บาท|1|3|0|27/1/2558 17:21:39|10|27/1/2558 18:34:33|10
264||27/1/2558|27/1/2558|26/1/2558|||D:\6211\20150127\|Report.jpg|3|1||296337.0000||||3||27/1/2558 17:21:39|10|27/1/2558 18:34:22|10
265|280120151|28/1/2558|28/1/2558|28/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 28/01/2558 00:02:01 - 28/01/2558 13:55:22|28/1/2558 13:55:22|D:\6211\20150128\|Payin1.jpg|1|1|125717.5000|125718.0000|0.5000||1|3|0|28/1/2558 15:18:49|1|28/1/2558 15:34:00|1
266|270120152|28/1/2558|28/1/2558|27/1/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 27/01/2558 13:52:44 - 27/01/2558 23:54:36,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150128\|Payin2.jpg|2|1|152440.9000|152441.0000|0.1000||1|3|0|28/1/2558 15:18:49|1|28/1/2558 15:34:05|1
267||28/1/2558|28/1/2558|27/1/2558|||D:\6211\20150128\|report.pdf|3|1||291981.9000||||3||28/1/2558 15:18:49|1|28/1/2558 15:33:55|1
268|290120151|29/1/2558|29/1/2558|29/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 29/01/2558 00:00:40 - 29/01/2558 13:45:43|29/1/2558 13:45:43|D:\6211\20150129\|Payin1.jpg|1|1|167559.3300|167560.0000|0.6700||1|3|0|29/1/2558 13:59:35|12|29/1/2558 15:50:12|12
269|280120152|29/1/2558|29/1/2558|28/1/2558|POS เครื่องที่ 1 จากกะที่ 3 - 5 28/01/2558 13:55:40 - 28/01/2558 23:51:42,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150129\|Payin2.jpg|2|1|173309.3000|172911.0000|-398.3000|มีOFFLINEดีเซลจำนวน 15.940 ลิตร / ขายราคา 25.09 บาท$$&&คิดเป็นเงิน 399.93 บาท|1|3|0|29/1/2558 13:59:35|12|29/1/2558 15:50:16|12
270||29/1/2558|29/1/2558|28/1/2558|||D:\6211\20150129\|Report.jpg|3|1||299027.3000||||3||29/1/2558 13:59:35|12|29/1/2558 15:50:08|12
271|300120151|30/1/2558|30/1/2558|30/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 30/01/2558 00:02:34 - 30/01/2558 13:41:46|30/1/2558 13:41:46|D:\6211\20150130\|Payin1.jpg|1|1|134818.4000|134819.0000|0.6000||1|3|0|30/1/2558 14:18:19|12|30/1/2558 17:45:53|2
272|290120152|30/1/2558|30/1/2558|29/1/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 29/01/2558 13:47:29 - 29/01/2558 23:52:56,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150130\|Payin2.jpg|2|1|167802.9300|167803.0000|0.0700||1|3|0|30/1/2558 14:18:19|12|30/1/2558 17:45:57|2
273||30/1/2558|30/1/2558|29/1/2558|||D:\6211\20150130\|report.pdf|3|1||335362.9300||||3||30/1/2558 14:18:19|12|30/1/2558 17:45:49|2
274|310120151|31/1/2558|31/1/2558|31/1/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 31/01/2558 00:04:46 - 31/01/2558 13:59:05|31/1/2558 13:59:05|D:\6211\20150131\|Payin1.jpg|1|1|177496.5000|177497.0000|0.5000||1|3|0|31/1/2558 14:06:43|1|31/1/2558 15:20:54|1
275|300120152|31/1/2558|31/1/2558|30/1/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 30/01/2558 13:42:01 - 30/01/2558 23:51:05,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150131\|Payin2.jpg|2|1|179666.4000|179667.0000|0.6000||1|3|0|31/1/2558 14:06:43|1|31/1/2558 15:20:57|1
276||31/1/2558|31/1/2558|30/1/2558|||D:\6211\20150131\|report.pdf|3|1||314485.4000||||3||31/1/2558 14:06:43|1|31/1/2558 15:20:49|1
277|010220151|1/2/2558|1/2/2558|1/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 01/02/2558 00:11:53 - 01/02/2558 13:47:36|1/2/2558 13:47:36|D:\6211\20150201\|Payin1.jpg|1|1|159717.8000|159718.0000|0.2000||1|3|0|1/2/2558 14:47:00|2|1/2/2558 16:29:06|1
278|310120152|1/2/2558|1/2/2558|31/1/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 31/01/2558 13:59:35 - 31/01/2558 23:53:15,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150201\|Payin2.jpg|2|1|162806.9000|162807.0000|0.1000||1|3|0|1/2/2558 14:47:00|2|1/2/2558 16:29:11|1
279||1/2/2558|1/2/2558|31/1/2558|||D:\6211\20150201\|report.pdf|3|1||340303.9000||||3||1/2/2558 14:47:00|2|1/2/2558 16:28:57|1
280|020220151|2/2/2558|2/2/2558|2/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 02/02/2558 00:02:52 - 02/02/2558 13:44:01|2/2/2558 13:44:01|D:\6211\20150202\|Payin1.jpg|1|1|147283.0000|147283.0000|0.0000||2|3|0|2/2/2558 13:59:28|1|2/2/2558 15:31:02|1
281|010220152|2/2/2558|2/2/2558|1/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 01/02/2558 13:47:57 - 01/02/2558 23:51:04,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150202\|Payin2.jpg|2|1|185335.3000|185336.0000|0.7000||2|3|0|2/2/2558 13:59:28|1|2/2/2558 15:31:07|1
282||2/2/2558|2/2/2558|1/2/2558|||D:\6211\20150202\|report.pdf|3|1||345053.3000||||3||2/2/2558 13:59:28|1|2/2/2558 15:30:56|1
283|030220151|3/2/2558|3/2/2558|3/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 03/02/2558 00:02:48 - 03/02/2558 13:53:22|3/2/2558 13:53:22|D:\6211\20150203\|Payin1.jpg|1|1|144645.6000|144646.0000|0.4000||2|3|0|3/2/2558 14:08:55|1|3/2/2558 16:26:17|1
284|020220152|3/2/2558|3/2/2558|2/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 02/02/2558 13:44:35 - 02/02/2558 23:51:08,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150203\|Payin2.jpg|2|1|178210.8000|178211.0000|0.2000||2|3|0|3/2/2558 14:08:55|1|3/2/2558 16:26:19|1
285||3/2/2558|3/2/2558|2/2/2558|||D:\6211\20150203\|report.pdf|3|1||325493.8000||||3||3/2/2558 14:08:55|1|3/2/2558 16:26:13|1
286|040220151|4/2/2558|4/2/2558|4/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 04/02/2558 00:07:08 - 04/02/2558 14:00:24|4/2/2558 14:00:24|D:\6211\20150204\|Payin1.jpg|1|1|134434.8000|134435.0000|0.2000||2|3|0|4/2/2558 14:51:55|1|4/2/2558 17:31:33|1
287|030220152|4/2/2558|4/2/2558|3/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 03/02/2558 13:53:38 - 03/02/2558 23:52:15,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150204\|Payin2.jpg|2|1|177838.2000|177839.0000|0.8000||2|3|0|4/2/2558 14:51:55|1|4/2/2558 17:31:36|1
288||4/2/2558|4/2/2558|3/2/2558|||D:\6211\20150204\|report.pdf|3|1||322484.2000||||3||4/2/2558 14:51:55|1|4/2/2558 17:31:25|1
289|050220151|5/2/2558|5/2/2558|5/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 05/02/2558 00:02:02 - 05/02/2558 13:51:37|5/2/2558 13:51:37|D:\6211\20150205\|Payin1.jpg|1|1|141923.7000|141924.0000|0.3000||2|3|0|5/2/2558 14:30:04|1|5/2/2558 15:26:10|1
290|040220152|5/2/2558|5/2/2558|4/2/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 04/02/2558 14:00:46 - 04/02/2558 23:51:25,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150205\|Payin2.jpg|2|1|137887.3000|137888.0000|0.7000||2|3|0|5/2/2558 14:30:04|1|5/2/2558 15:26:13|1
291||5/2/2558|5/2/2558|4/2/2558|||D:\6211\20150205\|report.pdf|3|1||272322.3000||||3||5/2/2558 14:30:04|1|5/2/2558 15:26:06|1
292|060220151|6/2/2558|6/2/2558|6/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 06/02/2558 00:04:41 - 06/02/2558 13:51:44|6/2/2558 13:51:44|D:\6211\20150206\|Payin1.jpg|1|1|144170.3000|144171.0000|0.7000||2|3|0|6/2/2558 14:03:32|1|6/2/2558 16:16:18|1
293|050220152|6/2/2558|6/2/2558|5/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 05/02/2558 13:51:51 - 05/02/2558 23:47:16,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150206\|Payin2.jpg|2|1|140384.7000|140385.0000|0.3000||2|3|0|6/2/2558 14:03:32|1|6/2/2558 16:16:22|1
294||6/2/2558|6/2/2558|5/2/2558|||D:\6211\20150206\|report.pdf|3|1||282308.7000||||3||6/2/2558 14:03:32|1|6/2/2558 16:16:12|1
295|070220151|7/2/2558|7/2/2558|7/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 07/02/2558 00:00:29 - 07/02/2558 13:52:22|7/2/2558 13:52:22|D:\6211\20150207\|Payin1.jpg|1|1|159938.7000|159939.0000|0.3000||2|3|0|7/2/2558 14:02:45|1|8/2/2558 11:46:51|1
296|060220152|7/2/2558|7/2/2558|6/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 06/02/2558 13:51:55 - 06/02/2558 23:52:45,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150207\|Payin2.jpg|2|1|167866.1000|167867.0000|0.9000||2|3|0|7/2/2558 14:02:45|1|8/2/2558 11:46:56|1
297||7/2/2558|7/2/2558|6/2/2558|||D:\6211\20150207\|report.pdf|3|1||312037.1000||||3||7/2/2558 14:02:45|1|8/2/2558 11:46:45|1
298|080220151|8/2/2558|8/2/2558|8/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 08/02/2558 00:00:02 - 08/02/2558 13:50:42|8/2/2558 13:50:42|D:\6211\20150208\|Payin1.jpg|1|1|159700.0000|159700.0000|0.0000||2|3|0|8/2/2558 14:10:37|1|8/2/2558 15:35:14|1
299|070220152|8/2/2558|8/2/2558|7/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 07/02/2558 13:52:32 - 07/02/2558 23:54:02,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150208\|Payin2.jpg|2|1|176205.4400|176206.0000|0.5600||2|3|0|8/2/2558 14:10:37|1|8/2/2558 15:35:18|1
300||8/2/2558|8/2/2558|7/2/2558|||D:\6211\20150208\|report.pdf|3|1||336144.4400||||3||8/2/2558 14:10:37|1|8/2/2558 15:35:06|1
301|090220151|9/2/2558|9/2/2558|9/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 09/02/2558 00:02:50 - 09/02/2558 13:52:36|9/2/2558 13:52:36|D:\6211\20150209\|Payin1.jpg|1|1|145393.9000|145394.0000|0.1000||2|3|0|9/2/2558 14:03:03|1|9/2/2558 18:04:51|1
302|080220152|9/2/2558|9/2/2558|8/2/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 08/02/2558 13:50:58 - 08/02/2558 23:51:24,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150209\|Payin2.jpg|2|1|125123.2000|125124.0000|0.8000||2|3|0|9/2/2558 14:03:03|1|9/2/2558 18:04:57|1
303||9/2/2558|9/2/2558|8/2/2558|||D:\6211\20150209\|report.pdf|3|1||284823.2000||||3||9/2/2558 14:03:03|1|9/2/2558 18:04:45|1
304|100220151|10/2/2558|10/2/2558|10/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 10/02/2558 00:00:35 - 10/02/2558 13:59:05|10/2/2558 13:59:05|D:\6211\20150210\|Payin1.jpg|1|1|147845.1000|147846.0000|0.9000||2|3|0|10/2/2558 16:31:17|2|10/2/2558 16:32:31|2
305|090220152|10/2/2558|10/2/2558|9/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 09/02/2558 13:52:47 - 09/02/2558 23:48:29,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20150210\|Payin2.jpg|2|1|153862.9000|153863.0000|0.1000||2|3|0|10/2/2558 16:31:17|2|10/2/2558 16:32:37|2
306||10/2/2558|10/2/2558|9/2/2558|||D:\6211\20150210\|report.pdf|3|1||299256.9000||||3||10/2/2558 16:31:17|2|10/2/2558 16:32:25|2
307|110220151|11/2/2558|11/2/2558|11/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 11/02/2558 00:01:15 - 11/02/2558 13:55:22|11/2/2558 13:55:22|D:\6211\20150211\|Payin1.jpg|1|1|149719.8700|149720.0000|0.1300||1|3|0|11/2/2558 14:04:02|2|11/2/2558 17:14:08|1
308|100220152|11/2/2558|11/2/2558|10/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 10/02/2558 13:59:16 - 10/02/2558 23:51:28,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150211\|Payin2.jpg|2|1|147784.5000|147785.0000|0.5000||1|3|0|11/2/2558 14:04:02|2|11/2/2558 17:14:13|1
309||11/2/2558|11/2/2558|10/2/2558|||D:\6211\20150211\|report.pdf|3|1||295630.5000||||3||11/2/2558 14:04:02|2|11/2/2558 17:14:01|1
310|120220151|12/2/2558|12/2/2558|12/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 12/02/2558 00:02:41 - 12/02/2558 13:52:51|12/2/2558 13:52:51|D:\6211\20150212\|Payin1.jpg|1|1|117426.7000|117427.0000|0.3000||1|3|0|12/2/2558 14:00:17|2|12/2/2558 15:15:04|2
311|110220152|12/2/2558|12/2/2558|11/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 11/02/2558 13:56:51 - 11/02/2558 23:50:19,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150212\|Payin2.jpg|2|1|159545.6700|159546.0000|0.3300||1|3|0|12/2/2558 14:00:17|2|12/2/2558 15:15:10|2
312||12/2/2558|12/2/2558|11/2/2558|||D:\6211\20150212\|report.pdf|3|1||309265.6700||||3||12/2/2558 14:00:17|2|12/2/2558 15:14:58|2
313|130220151|13/2/2558|13/2/2558|13/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 13/02/2558 00:01:58 - 13/02/2558 13:52:28|13/2/2558 13:52:28|D:\6211\20150213\|Payin1.jpg|1|1|170715.9000|170716.0000|0.1000||1|3|0|13/2/2558 14:09:39|2|13/2/2558 15:11:43|2
314|120220152|13/2/2558|13/2/2558|12/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 12/02/2558 13:53:10 - 12/02/2558 23:54:57,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150213\|Payin2.jpg|2|1|219656.0000|219656.0000|0.0000||1|3|0|13/2/2558 14:09:39|2|13/2/2558 15:11:48|2
315||13/2/2558|13/2/2558|12/2/2558|||D:\6211\20150213\|report.pdf|3|1||337083.0000||||3||13/2/2558 14:09:39|2|13/2/2558 15:11:39|2
316|140220151|14/2/2558|14/2/2558|14/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 14/02/2558 00:03:49 - 14/02/2558 13:54:08|14/2/2558 13:54:08|D:\6211\20150214\|Payin1.jpg|1|1|166921.2000|166922.0000|0.8000||1|3|0|14/2/2558 14:25:58|1|14/2/2558 18:26:26|1
317|130220152|14/2/2558|14/2/2558|13/2/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 13/02/2558 13:52:39 - 13/02/2558 23:49:42,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150214\|Payin2.jpg|2|1|182559.8000|182560.0000|0.2000||1|3|0|14/2/2558 14:25:58|1|14/2/2558 18:26:29|1
318||14/2/2558|14/2/2558|13/2/2558|||D:\6211\20150214\|report.pdf|3|1||353275.8000||||3||14/2/2558 14:25:58|1|14/2/2558 18:26:22|1
319|150220151|15/2/2558|15/2/2558|15/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 15/02/2558 00:02:28 - 15/02/2558 13:50:58|15/2/2558 13:50:58|D:\6211\20150215\|Payin1.jpg|1|1|150113.6000|150114.0000|0.4000||1|3|0|15/2/2558 14:09:37|1|15/2/2558 15:34:01|1
320|140220152|15/2/2558|15/2/2558|14/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 14/02/2558 13:54:20 - 14/02/2558 23:52:29,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150215\|Payin2.jpg|2|1|169256.7000|169257.0000|0.3000||1|3|0|15/2/2558 14:09:37|1|15/2/2558 15:34:05|1
321||15/2/2558|15/2/2558|14/2/2558|||D:\6211\20150215\|report.pdf|3|1||336178.7000||||3||15/2/2558 14:09:37|1|15/2/2558 15:33:56|1
322|160220151|16/2/2558|16/2/2558|16/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 16/02/2558 00:00:23 - 16/02/2558 13:25:52|16/2/2558 13:25:52|D:\6211\20150216\|Payin1.jpg|1|1|143110.4000|143111.0000|0.6000||1|3|0|16/2/2558 16:50:24|1|16/2/2558 17:40:09|1
323|150220152|16/2/2558|16/2/2558|15/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 15/02/2558 13:51:08 - 15/02/2558 23:47:41,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150216\|Payin2.jpg|2|1|178710.2800|178711.0000|0.7200||1|3|0|16/2/2558 16:50:24|1|16/2/2558 17:40:14|1
324||16/2/2558|16/2/2558|15/2/2558|||D:\6211\20150216\|report.pdf|3|1||328824.2800||||3||16/2/2558 16:50:24|1|16/2/2558 17:40:01|1
325|170220151|17/2/2558|17/2/2558|17/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 17/02/2558 00:03:39 - 17/02/2558 13:54:36|17/2/2558 13:54:36|D:\6211\20150217\|Payin1.jpg|1|1|152743.1000|152744.0000|0.9000||1|3|0|17/2/2558 14:00:57|2|17/2/2558 14:51:23|2
326|160220152|17/2/2558|17/2/2558|16/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 16/02/2558 13:29:19 - 16/02/2558 23:51:36,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150217\|Payin2.jpg|2|1|159756.6000|159757.0000|0.4000||1|3|0|17/2/2558 14:00:57|2|17/2/2558 14:51:27|2
327||17/2/2558|17/2/2558|16/2/2558|||D:\6211\20150217\|report.pdf|3|1||302867.6000||||3||17/2/2558 14:00:57|2|17/2/2558 14:51:16|2
328|180220151|18/2/2558|18/2/2558|18/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 18/02/2558 00:01:08 - 18/02/2558 13:49:52|18/2/2558 13:49:52|D:\6211\20150218\|Payin1.jpg|1|1|130139.6000|130140.0000|0.4000||1|3|0|18/2/2558 14:03:23|1|18/2/2558 16:19:16|1
329|170220152|18/2/2558|18/2/2558|17/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 17/02/2558 13:54:55 - 17/02/2558 23:49:03,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150218\|Payin2.jpg|2|1|222102.1000|222103.0000|0.9000||1|3|0|18/2/2558 14:03:23|1|18/2/2558 16:19:18|1
330||18/2/2558|18/2/2558|17/2/2558|||D:\6211\20150218\|report.pdf|3|1||374846.1000||||3||18/2/2558 14:03:23|1|18/2/2558 16:19:12|1
331|190220151|19/2/2558|19/2/2558|19/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 19/02/2558 00:00:41 - 19/02/2558 13:52:57|19/2/2558 13:52:57|D:\6211\20150219\|Payin1.jpg|1|1|132391.5000|132392.0000|0.5000||1|3|0|19/2/2558 14:13:58|1|19/2/2558 15:33:03|1
332|180220152|19/2/2558|19/2/2558|18/2/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 18/02/2558 13:50:15 - 18/02/2558 23:50:38,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150219\|Payin2.jpg|2|1|148941.8000|148942.0000|0.2000||1|3|0|19/2/2558 14:13:58|1|19/2/2558 15:33:06|1
333||19/2/2558|19/2/2558|18/2/2558|||D:\6211\20150219\|report.pdf|3|1||279081.8000||||3||19/2/2558 14:13:58|1|19/2/2558 15:32:59|1
334|200220151|20/2/2558|20/2/2558|20/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 20/02/2558 00:03:28 - 20/02/2558 13:50:08|20/2/2558 13:50:08|D:\6211\20150220\|Payin1.jpg|1|1|151779.0000|151779.0000|0.0000||1|3|0|20/2/2558 14:00:10|2|20/2/2558 16:06:10|1
335|190220152|20/2/2558|20/2/2558|19/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 19/02/2558 13:53:16 - 19/02/2558 23:47:37,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150220\|Payin2.jpg|2|1|147604.8000|147605.0000|0.2000||1|3|0|20/2/2558 14:00:10|2|20/2/2558 16:06:13|1
336||20/2/2558|20/2/2558|19/2/2558|||D:\6211\20150220\|report.pdf|3|1||279996.8000||||3||20/2/2558 14:00:10|2|20/2/2558 16:06:04|1
337|210220151|21/2/2558|21/2/2558|21/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 3 21/02/2558 00:00:18 - 21/02/2558 13:52:06|21/2/2558 13:52:06|D:\6211\20150221\|Payin1.jpg|1|1|170677.1000|170678.0000|0.9000||1|3|0|21/2/2558 14:04:25|1|21/2/2558 15:33:06|2
338|200220152|21/2/2558|21/2/2558|20/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 20/02/2558 13:50:20 - 20/02/2558 23:47:59,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150221\|Payin2.jpg|2|1|186828.7800|186829.0000|0.2200||1|3|0|21/2/2558 14:04:25|1|21/2/2558 15:33:09|2
339||21/2/2558|21/2/2558|20/2/2558|||D:\6211\20150221\|report.pdf|3|1||338607.7800||||3||21/2/2558 14:04:25|1|21/2/2558 15:33:02|2
340|220220151|22/2/2558|22/2/2558|22/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 22/02/2558 00:01:11 - 22/02/2558 13:51:47|22/2/2558 13:51:47|D:\6211\20150222\|Payin1.jpg|1|1|148552.7000|148553.0000|0.3000||1|3|0|22/2/2558 14:05:35|1|22/2/2558 16:03:47|1
341|210220152|22/2/2558|22/2/2558|21/2/2558|POS เครื่องที่ 1 จากกะที่ 4 - 5 21/02/2558 13:52:25 - 21/02/2558 23:43:57,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150222\|Payin2.jpg|2|1|148769.4000|148770.0000|0.6000||1|3|0|22/2/2558 14:05:35|1|22/2/2558 16:03:50|1
342||22/2/2558|22/2/2558|21/2/2558|||D:\6211\20150222\|report.pdf|3|1||319447.4000||||3||22/2/2558 14:05:35|1|22/2/2558 16:03:41|1
343|230220151|23/2/2558|23/2/2558|23/2/2558|POS เครื่องที่ 1 จากกะที่ 1 - 2 23/02/2558 00:02:02 - 23/02/2558 13:49:38|23/2/2558 13:49:38|D:\6211\20150223\|Payin1.jpg|1|1|153012.1000|153013.0000|0.9000||1|3|0|23/2/2558 14:10:01|1|23/2/2558 15:44:14|1
344|220220152|23/2/2558|23/2/2558|22/2/2558|POS เครื่องที่ 1 จากกะที่ 3 - 4 22/02/2558 13:51:56 - 22/02/2558 23:49:11,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20150223\|Payin2.jpg|2|1|151055.3000|151056.0000|0.7000||1|3|0|23/2/2558 14:10:01|1|23/2/2558 15:44:17|1
345||23/2/2558|23/2/2558|22/2/2558|||D:\6211\20150223\|report.pdf|3|1||299608.3000||||3||23/2/2558 14:10:01|1|23/2/2558 15:44:09|1
