PAYIN_ID|REFBILL_NO|TRANSFER_DATE|TRAN_DATE|BUS_DATE|SHIFT_DESCRIPTION|LAST_CLOSE_SHIFT_DT|FILEPATH|FILENAME|TYPE|PAYMENT_TYPE|AMOUNTREC|AMOUNT|AMOUNT_DIFF|REMARK|STATUS_SAP|STATUS|NO_SALE_STATUS|CREATEDATE|CREATEBY|UPDATEDATE|UPDATEBY
2364||27/12/2559|27/12/2559|26/12/2559|||D:\6211\20161227\|report.pdf|3|1||311154.0000||||3||27/12/2559 13:52:58|2|27/12/2559 15:28:38|3
2365|281220161|28/12/2559|28/12/2559|28/12/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 28/12/2559 00:04:04 - 28/12/2559 13:34:23|28/12/2559 13:34:23|D:\6211\20161228\|Payin1.jpg|1|1|161522.4300|161523.0000|0.5700||1|3|0|28/12/2559 14:08:07|2|28/12/2559 15:23:13|2
2366|271220162|28/12/2559|28/12/2559|27/12/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 27/12/2559 13:34:59 - 27/12/2559 23:33:40,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20161228\|Payin2.jpg|2|1|163461.5000|163462.0000|0.5000||1|3|0|28/12/2559 14:08:07|2|28/12/2559 15:23:14|2
2367||28/12/2559|28/12/2559|27/12/2559|||D:\6211\20161228\|report.pdf|3|1||309587.5000||||3||28/12/2559 14:08:07|2|28/12/2559 15:23:12|2
2368|291220161|29/12/2559|29/12/2559|29/12/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 29/12/2559 00:10:16 - 29/12/2559 13:33:39|29/12/2559 13:33:39|D:\6211\20161229\|Payin1.jpg|1|1|172672.0000|172672.0000|0.0000||1|3|0|29/12/2559 14:01:29|2|29/12/2559 15:00:18|2
2369|281220162|29/12/2559|29/12/2559|28/12/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 28/12/2559 13:35:31 - 28/12/2559 23:36:32,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20161229\|Payin2.jpg|2|1|179833.7300|179834.0000|0.2700||1|3|0|29/12/2559 14:01:29|2|29/12/2559 15:00:19|2
2370||29/12/2559|29/12/2559|28/12/2559|||D:\6211\20161229\|report.pdf|3|1||341356.7300||||3||29/12/2559 14:01:29|2|29/12/2559 15:00:17|2
2371|301220161|30/12/2559|30/12/2559|30/12/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 30/12/2559 00:01:36 - 30/12/2559 13:28:31|30/12/2559 13:28:31|D:\6211\20161230\|Payin1.jpg|1|1|189750.4000|189751.0000|0.6000||1|3|0|30/12/2559 13:49:16|2|30/12/2559 14:56:53|1
2372|291220162|30/12/2559|30/12/2559|29/12/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 29/12/2559 13:34:16 - 29/12/2559 23:40:58,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20161230\|Payin2.jpg|2|1|185613.3000|185614.0000|0.7000||1|3|0|30/12/2559 13:49:16|2|30/12/2559 14:56:55|1
2373||30/12/2559|30/12/2559|29/12/2559|||D:\6211\20161230\|report.pdf|3|1||358285.3000||||3||30/12/2559 13:49:16|2|30/12/2559 14:56:53|1
2374|311220161|31/12/2559|31/12/2559|31/12/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 31/12/2559 00:01:27 - 31/12/2559 12:03:04|31/12/2559 12:03:04|D:\6211\20161231\|Payin1.jpg|1|1|182912.0000|182912.0000|0.0000||1|3|0|31/12/2559 12:05:12|2|1/1/2560 12:56:15|1
2375|301220162|31/12/2559|31/12/2559|30/12/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 30/12/2559 13:29:19 - 30/12/2559 23:40:45,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20161231\|Payin2.jpg|2|1|216253.4600|216254.0000|0.5400||1|3|0|31/12/2559 12:05:12|2|1/1/2560 12:56:16|1
2376||31/12/2559|31/12/2559|30/12/2559|||D:\6211\20161231\|report.pdf|3|1||406004.4600||||3||31/12/2559 12:05:12|2|1/1/2560 12:56:14|1
2377|010120171|1/1/2560|1/1/2560|1/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 01/01/2560 00:02:33 - 01/01/2560 13:32:51|1/1/2560 13:32:51|D:\6211\20170101\|Payin1.jpg|1|1|119121.6200|119122.0000|0.3800||1|3|0|1/1/2560 14:07:45|1|1/1/2560 15:45:06|1
2378|311220162|1/1/2560|1/1/2560|31/12/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 31/12/2559 12:03:38 - 31/12/2559 23:31:47,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170101\|Payin2.jpg|2|1|180013.4000|180014.0000|0.6000||1|3|0|1/1/2560 14:07:45|1|1/1/2560 15:45:07|1
2379||1/1/2560|1/1/2560|31/12/2559|||D:\6211\20170101\|report.pdf|3|1||362925.4000||||3||1/1/2560 14:07:45|1|1/1/2560 15:45:05|1
2380|020120171|2/1/2560|2/1/2560|2/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 02/01/2560 00:01:37 - 02/01/2560 13:29:52|2/1/2560 13:29:52|D:\6211\20170102\|Payin1.jpg|1|1|99848.5000|99849.0000|0.5000||1|3|0|2/1/2560 13:44:01|1|2/1/2560 14:39:44|1
2381|010120172|2/1/2560|2/1/2560|1/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 01/01/2560 13:33:13 - 01/01/2560 23:31:56,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170102\|Payin2.jpg|2|1|112684.9200|112685.0000|0.0800||1|3|0|2/1/2560 13:44:01|1|2/1/2560 14:39:45|1
2382||2/1/2560|2/1/2560|1/1/2560|||D:\6211\20170102\|report.pdf|3|1||231806.9200||||3||2/1/2560 13:44:01|1|2/1/2560 14:39:43|1
2383|030120171|3/1/2560|3/1/2560|3/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 03/01/2560 00:01:09 - 03/01/2560 13:31:53|3/1/2560 13:31:53|D:\6211\20170103\|Payin1.jpg|1|1|109059.7000|109060.0000|0.3000||2|3|0|3/1/2560 13:51:08|3|3/1/2560 14:41:08|1
2384|020120172|3/1/2560|3/1/2560|2/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 02/01/2560 13:30:17 - 02/01/2560 23:32:24,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20170103\|Payin2.jpg|2|1|121379.8000|121380.0000|0.2000||2|3|0|3/1/2560 13:51:08|3|3/1/2560 14:41:09|1
2385||3/1/2560|3/1/2560|2/1/2560|||D:\6211\20170103\|report.pdf|3|1||221228.8000||||3||3/1/2560 13:51:08|3|3/1/2560 14:41:07|1
2386|040120171|4/1/2560|4/1/2560|4/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 04/01/2560 00:01:05 - 04/01/2560 13:30:27|4/1/2560 13:30:27|D:\6211\20170104\|Payin1.jpg|1|1|129187.2100|129188.0000|0.7900||1|3|0|4/1/2560 13:52:15|2|4/1/2560 15:32:40|2
2387|030120172|4/1/2560|4/1/2560|3/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 03/01/2560 13:32:11 - 03/01/2560 23:33:23,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170104\|Payin2.jpg|2|1|120066.2000|120067.0000|0.8000||1|3|0|4/1/2560 13:52:15|2|4/1/2560 15:32:41|2
2388||4/1/2560|4/1/2560|3/1/2560|||D:\6211\20170104\|report.pdf|3|1||229126.2000||||3||4/1/2560 13:52:15|2|4/1/2560 15:32:39|2
2389|050120171|5/1/2560|5/1/2560|5/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 05/01/2560 00:01:49 - 05/01/2560 13:30:42|5/1/2560 13:30:42|D:\6211\20170105\|Payin1.jpg|1|1|127762.7000|127763.0000|0.3000||1|3|0|5/1/2560 13:58:42|1|5/1/2560 16:12:28|1
2390|040120172|5/1/2560|5/1/2560|4/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 04/01/2560 13:30:50 - 04/01/2560 23:32:17,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170105\|Payin2.jpg|2|1|197351.0100|197352.0000|0.9900||1|3|0|5/1/2560 13:58:42|1|5/1/2560 16:12:29|1
2391||5/1/2560|5/1/2560|4/1/2560|||D:\6211\20170105\|report.pdf|3|1||326539.0100||||3||5/1/2560 13:58:42|1|5/1/2560 16:12:27|1
2392|060120171|6/1/2560|6/1/2560|6/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 06/01/2560 00:01:02 - 06/01/2560 13:29:37|6/1/2560 13:29:37|D:\6211\20170106\|Payin1.jpg|1|1|123631.6000|123632.0000|0.4000||2|3|0|6/1/2560 13:38:43|3|6/1/2560 14:51:42|3
2393|050120172|6/1/2560|6/1/2560|5/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 05/01/2560 13:30:58 - 05/01/2560 23:32:13,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20170106\|Payin2.jpg|2|1|138242.1000|138243.0000|0.9000||2|3|0|6/1/2560 13:38:43|3|6/1/2560 14:51:44|3
2394||6/1/2560|6/1/2560|5/1/2560|||D:\6211\20170106\|report.pdf|3|1||266005.1000||||3||6/1/2560 13:38:44|3|6/1/2560 14:51:41|3
2395|070120171|7/1/2560|7/1/2560|7/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 07/01/2560 00:04:22 - 07/01/2560 13:22:30|7/1/2560 13:22:30|D:\6211\20170107\|Payin1.jpg|1|1|144794.5000|144795.0000|0.5000||2|3|0|7/1/2560 13:39:35|2|7/1/2560 16:39:06|2
2396|060120172|7/1/2560|7/1/2560|6/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 06/01/2560 13:29:59 - 06/01/2560 23:35:10,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20170107\|Payin2.jpg|2|1|148858.0000|148858.0000|0.0000||2|3|0|7/1/2560 13:39:35|2|7/1/2560 16:39:07|2
2397||7/1/2560|7/1/2560|6/1/2560|||D:\6211\20170107\|report.pdf|3|1||272490.0000||||3||7/1/2560 13:39:35|2|7/1/2560 16:39:05|2
2398|080120171|8/1/2560|8/1/2560|8/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 08/01/2560 00:01:33 - 08/01/2560 13:38:33|8/1/2560 13:38:33|D:\6211\20170108\|Payin1.jpg|1|1|128910.9700|128911.0000|0.0300||1|3|0|8/1/2560 13:50:23|1|8/1/2560 17:20:15|2
2399|070120172|8/1/2560|8/1/2560|7/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 07/01/2560 13:22:53 - 07/01/2560 23:41:14,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170108\|Payin2.jpg|2|1|134026.9000|134027.0000|0.1000||1|3|0|8/1/2560 13:50:23|1|8/1/2560 17:20:16|2
2400||8/1/2560|8/1/2560|7/1/2560|||D:\6211\20170108\|report.pdf|3|1||278821.9000||||3||8/1/2560 13:50:23|1|8/1/2560 17:20:15|2
2401|090120171|9/1/2560|9/1/2560|9/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 09/01/2560 00:01:49 - 09/01/2560 13:41:59|9/1/2560 13:41:59|D:\6211\20170109\|Payin1.jpg|1|1|134587.0000|134587.0000|0.0000||1|3|0|9/1/2560 13:54:19|1|9/1/2560 15:06:41|1
2402|080120172|9/1/2560|9/1/2560|8/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 08/01/2560 13:38:49 - 08/01/2560 23:38:04,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170109\|Payin2.jpg|2|1|151381.2700|151382.0000|0.7300||1|3|0|9/1/2560 13:54:19|1|9/1/2560 15:06:43|1
2403||9/1/2560|9/1/2560|8/1/2560|||D:\6211\20170109\|report.pdf|3|1||280292.2700||||3||9/1/2560 13:54:19|1|9/1/2560 15:06:40|1
2404|100120171|10/1/2560|10/1/2560|10/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 10/01/2560 00:01:02 - 10/01/2560 13:47:51|10/1/2560 13:47:51|D:\6211\20170110\|Payin1.jpg|1|1|127330.6000|127331.0000|0.4000||2|3|0|10/1/2560 13:57:28|2|10/1/2560 15:13:40|2
2405|090120172|10/1/2560|10/1/2560|9/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 09/01/2560 13:44:01 - 09/01/2560 23:39:57,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20170110\|Payin2.jpg|2|1|131406.1000|131407.0000|0.9000||2|3|0|10/1/2560 13:57:28|2|10/1/2560 15:13:40|2
2406||10/1/2560|10/1/2560|9/1/2560|||D:\6211\20170110\|report.pdf|3|1||265993.1000||||3||10/1/2560 13:57:28|2|10/1/2560 15:13:38|2
2407|110120171|11/1/2560|11/1/2560|11/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 11/01/2560 00:01:21 - 11/01/2560 13:27:43|11/1/2560 13:27:43|D:\6211\20170111\|Payin1.jpg|1|1|147783.6000|147784.0000|0.4000||1|3|0|11/1/2560 13:40:11|1|11/1/2560 14:34:33|1
2408|100120172|11/1/2560|11/1/2560|10/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 10/01/2560 13:48:06 - 10/01/2560 23:32:49,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170111\|Payin2.jpg|2|1|143463.3000|143464.0000|0.7000||1|3|0|11/1/2560 13:40:11|1|11/1/2560 14:34:34|1
2409||11/1/2560|11/1/2560|10/1/2560|||D:\6211\20170111\|report.pdf|3|1||270794.3000||||3||11/1/2560 13:40:11|1|11/1/2560 14:34:32|1
2410|120120171|12/1/2560|12/1/2560|12/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 12/01/2560 00:00:23 - 12/01/2560 13:43:47|12/1/2560 13:43:47|D:\6211\20170112\|Payin1.jpg|1|1|148820.8900|148821.0000|0.1100||2|3|0|12/1/2560 13:45:09|1|12/1/2560 15:48:03|1
2411|110120172|12/1/2560|12/1/2560|11/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 11/01/2560 13:28:03 - 11/01/2560 23:32:33,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20170112\|Payin2.jpg|2|1|155759.1000|155760.0000|0.9000||2|3|0|12/1/2560 13:45:09|1|12/1/2560 15:48:04|1
2412||12/1/2560|12/1/2560|11/1/2560|||D:\6211\20170112\|report.pdf|3|1||303543.1000||||3||12/1/2560 13:45:09|1|12/1/2560 15:48:02|1
2413|130120171|13/1/2560|13/1/2560|13/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 13/01/2560 00:00:23 - 13/01/2560 13:50:27|13/1/2560 13:50:27|D:\6211\20170113\|Payin1.jpg|1|1|159842.7000|159843.0000|0.3000||1|3|0|13/1/2560 13:54:40|1|13/1/2560 15:50:46|2
2414|120120172|13/1/2560|13/1/2560|12/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 12/01/2560 13:44:10 - 12/01/2560 23:33:05,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170113\|Payin2.jpg|2|1|134425.2900|134426.0000|0.7100||1|3|0|13/1/2560 13:54:40|1|13/1/2560 15:50:47|2
2415||13/1/2560|13/1/2560|12/1/2560|||D:\6211\20170113\|report.pdf|3|1||283246.2900||||3||13/1/2560 13:54:40|1|13/1/2560 15:50:45|2
2416|140120171|14/1/2560|14/1/2560|14/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 14/01/2560 00:00:42 - 14/01/2560 13:51:14|14/1/2560 13:51:14|D:\6211\20170114\|Payin1.jpg|1|1|171087.5000|171088.0000|0.5000||1|3|0|14/1/2560 13:55:51|2|14/1/2560 16:24:10|1
2417|130120172|14/1/2560|14/1/2560|13/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 4 13/01/2560 13:51:56 - 13/01/2560 23:30:01,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170114\|Payin2.jpg|2|1|141798.6000|141799.0000|0.4000||1|3|0|14/1/2560 13:55:51|2|14/1/2560 16:24:10|1
2418||14/1/2560|14/1/2560|13/1/2560|||D:\6211\20170114\|report.pdf|3|1||301641.6000||||3||14/1/2560 13:55:51|2|14/1/2560 16:24:08|1
2419|150120171|15/1/2560|15/1/2560|15/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 15/01/2560 00:01:53 - 15/01/2560 13:45:29|15/1/2560 13:45:29|D:\6211\20170115\|Payin1.jpg|1|1|156999.5000|157000.0000|0.5000||1|3|0|15/1/2560 13:54:28|1|15/1/2560 15:04:23|2
2420|140120172|15/1/2560|15/1/2560|14/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 14/01/2560 13:51:27 - 14/01/2560 23:32:32,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170115\|Payin2.jpg|2|1|135917.4000|135918.0000|0.6000||1|3|0|15/1/2560 13:54:28|1|15/1/2560 15:04:25|2
2421||15/1/2560|15/1/2560|14/1/2560|||D:\6211\20170115\|report.pdf|3|1||307005.4000||||3||15/1/2560 13:54:28|1|15/1/2560 15:04:22|2
2422|160120171|16/1/2560|16/1/2560|16/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 16/01/2560 00:00:37 - 16/01/2560 13:45:03|16/1/2560 13:45:03|D:\6211\20170116\|Payin1.jpg|1|1|146353.2000|146354.0000|0.8000||1|3|0|16/1/2560 14:55:24|1|16/1/2560 15:00:21|1
2423|150120172|16/1/2560|16/1/2560|15/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 15/01/2560 13:45:53 - 15/01/2560 23:34:33,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170116\|Payin2.jpg|2|1|137878.0200|137879.0000|0.9800||1|3|0|16/1/2560 14:55:24|1|16/1/2560 15:00:22|1
2424||16/1/2560|16/1/2560|15/1/2560|||D:\6211\20170116\|report.pdf|3|1||294878.0200||||3||16/1/2560 14:55:24|1|16/1/2560 15:00:20|1
2425|170120171|17/1/2560|17/1/2560|17/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 17/01/2560 00:02:24 - 17/01/2560 13:48:12|17/1/2560 13:48:12|D:\6211\20170117\|Payin1.jpg|1|1|130654.4000|130655.0000|0.6000||1|3|0|17/1/2560 13:59:03|2|17/1/2560 15:33:08|2
2426|160120172|17/1/2560|17/1/2560|16/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 16/01/2560 13:45:17 - 16/01/2560 23:36:42,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170117\|Payin2.jpg|2|1|156306.3000|156307.0000|0.7000||1|3|0|17/1/2560 13:59:03|2|17/1/2560 15:33:11|2
2427||17/1/2560|17/1/2560|16/1/2560|||D:\6211\20170117\|report.pdf|3|1||302660.3000||||3||17/1/2560 13:59:03|2|17/1/2560 15:33:05|2
2428|180120171|18/1/2560|18/1/2560|18/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 18/01/2560 00:01:02 - 18/01/2560 13:41:50|18/1/2560 13:41:50|D:\6211\20170118\|Payin1.jpg|1|1|143664.9000|143665.0000|0.1000||1|3|0|18/1/2560 13:49:52|2|18/1/2560 15:27:59|3
2429|170120172|18/1/2560|18/1/2560|17/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 17/01/2560 13:48:37 - 17/01/2560 23:31:06,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170118\|Payin2.jpg|2|1|166486.4000|166487.0000|0.6000||1|3|0|18/1/2560 13:49:52|2|18/1/2560 15:27:59|3
2430||18/1/2560|18/1/2560|17/1/2560|||D:\6211\20170118\|report.pdf|3|1||297141.4000||||3||18/1/2560 13:49:52|2|18/1/2560 15:27:58|3
2431|190120171|19/1/2560|19/1/2560|19/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 19/01/2560 00:01:06 - 19/01/2560 13:47:21|19/1/2560 13:47:21|D:\6211\20170119\|Payin1.jpg|1|1|146277.7000|146278.0000|0.3000||1|3|0|19/1/2560 14:05:08|ADMIN|19/1/2560 14:50:53|1
2432|180120172|19/1/2560|19/1/2560|18/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 18/01/2560 13:42:03 - 18/01/2560 23:29:33,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170119\|Payin2.jpg|2|1|152889.9000|152890.0000|0.1000||1|3|0|19/1/2560 14:05:08|ADMIN|19/1/2560 14:50:54|1
2433||19/1/2560|19/1/2560|18/1/2560|||D:\6211\20170119\|report.pdf|3|1||296554.9000||||3||19/1/2560 14:05:08|ADMIN|19/1/2560 14:50:52|1
2434|200120171|20/1/2560|20/1/2560|20/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 20/01/2560 00:01:18 - 20/01/2560 13:44:23|20/1/2560 13:44:23|D:\6211\20170120\|Payin1.jpg|1|1|140480.5000|140481.0000|0.5000||1|3|0|20/1/2560 14:00:42|7|20/1/2560 15:10:07|1
2435|190120172|20/1/2560|20/1/2560|19/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 19/01/2560 13:48:04 - 19/01/2560 23:30:54,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170120\|Payin2.jpg|2|1|146173.0000|146173.0000|0.0000||1|3|0|20/1/2560 14:00:42|7|20/1/2560 15:10:08|1
2436||20/1/2560|20/1/2560|19/1/2560|||D:\6211\20170120\|report.pdf|3|1||292451.0000||||3||20/1/2560 14:00:42|7|20/1/2560 15:10:06|1
2437|210120171|21/1/2560|21/1/2560|21/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 21/01/2560 00:01:13 - 21/01/2560 13:42:25|21/1/2560 13:42:25|D:\6211\20170121\|Payin1.jpg|1|1|154231.7000|154232.0000|0.3000||1|3|0|21/1/2560 13:53:18|1|21/1/2560 15:59:31|2
2438|200120172|21/1/2560|21/1/2560|20/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 20/01/2560 13:44:49 - 20/01/2560 23:29:03,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170121\|Payin2.jpg|2|1|153451.5000|153452.0000|0.5000||1|3|0|21/1/2560 13:53:18|1|21/1/2560 15:59:32|2
2439||21/1/2560|21/1/2560|20/1/2560|||D:\6211\20170121\|report.pdf|3|1||293932.5000||||3||21/1/2560 13:53:18|1|21/1/2560 15:59:30|2
2440|220120171|22/1/2560|22/1/2560|22/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 22/01/2560 00:01:05 - 22/01/2560 13:40:10|22/1/2560 13:40:10|D:\6211\20170122\|Payin1.jpg|1|1|150774.5000|150775.0000|0.5000||1|3|0|22/1/2560 13:54:38|2|22/1/2560 16:27:49|3
2441|210120172|22/1/2560|22/1/2560|21/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 21/01/2560 13:42:47 - 21/01/2560 23:31:43,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170122\|Payin2.jpg|2|1|143282.0000|143282.0000|0.0000||1|3|0|22/1/2560 13:54:38|2|22/1/2560 16:27:50|3
2442||22/1/2560|22/1/2560|21/1/2560|||D:\6211\20170122\|report.pdf|3|1||297514.0000||||3||22/1/2560 13:54:38|2|22/1/2560 16:27:48|3
2443|230120171|23/1/2560|23/1/2560|23/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 23/01/2560 00:01:29 - 23/01/2560 13:45:41|23/1/2560 13:45:41|D:\6211\20170123\|Payin1_1.jpg|1|1|148523.2800|148523.0000|-0.2800|ฝากขาด 28 สตางค์|1|3|0|23/1/2560 13:51:00|1|23/1/2560 15:07:43|1
2444|220120172|23/1/2560|23/1/2560|22/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 22/01/2560 13:40:25 - 22/01/2560 23:30:18,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170123\|Payin2.jpg|2|1|153718.5000|153719.0000|0.5000||1|3|0|23/1/2560 13:51:00|1|23/1/2560 15:07:44|1
2445||23/1/2560|23/1/2560|22/1/2560|||D:\6211\20170123\|report.pdf|3|1||304493.5000||||3||23/1/2560 13:51:00|1|23/1/2560 15:07:42|1
2446|240120171|24/1/2560|24/1/2560|24/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 24/01/2560 00:01:00 - 24/01/2560 13:34:00|24/1/2560 13:34:00|D:\6211\20170124\|Payin1.jpg|1|1|159449.4000|159450.0000|0.6000||1|3|0|24/1/2560 14:51:40|1|24/1/2560 14:55:42|1
2447|230120172|24/1/2560|24/1/2560|23/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 23/01/2560 13:46:01 - 23/01/2560 23:32:32,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170124\|Payin2.jpg|2|1|153107.7800|152998.0000|-109.7800|มีผลต่างเนื่องจากทำคืนสิ้นค้าหล่อลื่น 110บาท$$&&แต่ระบบตัดยอดไม่สมบูรณ์รอICTปรับปรุงยอด |1|3|0|24/1/2560 14:51:40|1|24/1/2560 14:55:44|1
2448||24/1/2560|24/1/2560|23/1/2560|||D:\6211\20170124\|report.pdf|3|1||301520.7800||||3||24/1/2560 14:51:40|1|24/1/2560 14:55:41|1
2449|250120171|25/1/2560|25/1/2560|25/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 25/01/2560 00:00:26 - 25/01/2560 13:41:09|25/1/2560 13:41:09|D:\6211\20170125\|Payin1.jpg|1|1|156455.0000|156455.0000|0.0000||1|3|0|25/1/2560 13:54:44|1|25/1/2560 15:29:47|1
2450|240120172|25/1/2560|25/1/2560|24/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 24/01/2560 13:34:36 - 24/01/2560 23:41:41,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170125\|Payin2.jpg|2|1|171434.2000|171435.0000|0.8000||1|3|0|25/1/2560 13:54:44|1|25/1/2560 15:29:49|1
2451||25/1/2560|25/1/2560|24/1/2560|||D:\6211\20170125\|report.pdf|3|1||330884.2000||||3||25/1/2560 13:54:44|1|25/1/2560 15:29:43|1
2452|260120171|26/1/2560|26/1/2560|26/1/2560|POS เครื่องที่ 1 จากกะที่ 1 - 2 26/01/2560 00:02:01 - 26/01/2560 13:43:04|26/1/2560 13:43:04|D:\6211\20170126\|Payin1.jpg|1|1|153523.2000|153524.0000|0.8000||1|3|0|26/1/2560 13:58:57|2|26/1/2560 14:55:40|2
2453|250120172|26/1/2560|26/1/2560|25/1/2560|POS เครื่องที่ 1 จากกะที่ 3 - 3 25/01/2560 13:41:25 - 25/01/2560 23:29:28,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20170126\|Payin2.jpg|2|1|144740.5000|144741.0000|0.5000||1|3|0|26/1/2560 13:58:57|2|26/1/2560 14:55:41|2
2454||26/1/2560|26/1/2560|25/1/2560|||D:\6211\20170126\|report.pdf|3|1||301195.5000||||3||26/1/2560 13:58:57|2|26/1/2560 14:55:39|2
